Country,Total_cases,New_cases,Total_deaths,New_deaths,Total_recov,Active_cases,Serious_critical,Total_cases_1mio,Deaths_1miopop,Total_tests,Tests_1miopop
Indonesia,"15,438",689,"1,028 ",21,"3,287","11,123",,56,4,"169,195",619
Colombia,"12,930",658,"509  ",16,"3,133","9,288",130,254,10,"165,738","3,257"
"South Africa","12,074",724,"219 ",13,"4,745","7,110",119,204,4,"386,352","6,514"
Philippines,"11,618",268,"772 ",21,"2,251","8,595",77,106,7,"188,649","1,722"
"Dominican Republic","11,196",296,"409 ",7,"3,221","7,566",131,"1,032",38,"42,615","3,928"
Kuwait,"11,028",751,"82 ",7,"3,263","7,683",169,"2,582",19,"227,000","53,154"
"S. Korea","10,962",26,"259 ",1,"9,695","1,008",55,214,5,"695,920","13,574"
Denmark,"10,667",76,"533 ",6,"8,663","1,471",37,"1,842",92,"345,712","59,686"
Egypt,"10,431",338,"556 ",12,"2,486","7,389",41,102,5,"90,000",879
Serbia,"10,295",52,"222 ",2,"3,824","6,249",22,"1,178",25,"156,603","17,923"
Panama,"8,783",167,"252 ",3,"6,021","2,510",87,"2,036",58,"44,561","10,328"
Czechia,"8,269",71,"290 ",7,"5,047","2,932",43,772,27,"326,954","30,531"
Norway,"8,175",18,"229 ",1,32,"7,914",23,"1,508",42,"208,874","38,529"
Australia,"6,980",16,"98 ",1,"6,271",611,17,274,4,"909,025","35,648"
Argentina,"6,879",316,"329 ",10,"2,266","4,284",170,152,7,"90,474","2,002"
Malaysia,"6,779",37,"111 ",2,"5,281","1,387",16,209,3,"271,721","8,395"
Morocco,"6,512",94,"188 ",,"3,131","3,193",1,176,5,"75,870","2,056"
Algeria,"6,253",186,"522 ",7,"3,058","2,673",22,143,12,"6,500",148
Finland,"6,054",51,"284 ",9,"4,300","1,470",35,"1,093",51,"133,200","24,040"
Bahrain,"5,816",285,"10 ",1,"2,205","3,601",6,"3,418",6,"205,570","120,812"
Kazakhstan,"5,417",138,"32 ",,"2,408","2,977",31,288,2,"439,495","23,406"
Ghana,"5,408",281,"24 ",2,514,"4,870",5,174,0.8,"164,452","5,292"
Moldova,"5,406",252,"185 ",3,"2,176","3,045",251,"1,340",46,"20,447","5,069"
Afghanistan,"5,226",263,"132 ",5,648,"4,446",7,134,3,"18,724",481
Nigeria,"4,971",184,"164 ",6,"1,070","3,737",7,24,0.8,"29,408",143
Oman,"4,019",298,"17 ",,"1,289","2,713",27,787,3,"50,000","9,791"
Luxembourg,"3,904",10,"103 ",1,"3,629",172,22,"6,237",165,"57,687","92,155"
Armenia,"3,718",180,"48 ",1,"1,500","2,170",10,"1,255",16,"34,766","11,732"
Hungary,"3,341",28,"430 ",5,"1,102","1,809",45,346,45,"118,500","12,267"
Iraq,"3,032",119,"115 ",3,"1,966",951,,75,3,"136,640","3,397"
Thailand,"3,017",,"56 ",,"2,844",117,61,43,0.8,"286,008","4,098"
Bolivia,"2,964",133,"128 ",6,313,"2,523",3,254,11,"7,651",655
Cameroon,"2,800",111,"136 ",11,"1,543","1,121",28,105,5,,
Greece,"2,760",16,"155 ",3,"1,374","1,231",28,265,15,"112,042","10,749"
Azerbaijan,"2,758",65,"35 ",2,"1,789",934,30,272,3,"208,546","20,568"
Uzbekistan,"2,612",93,"11 ",1,"2,076",525,8,78,0.3,"325,000","9,710"
Guinea,"2,374",76,"14 ",3,856,"1,504",,181,1,,
Croatia,"2,213",6,"94  ",3,"1,834",285,9,539,23,"48,737","11,872"
"Bosnia and Herzegovina","2,181",23,"120 ",3,"1,228",833,4,665,37,"44,380","13,527"
Senegal,"2,105",110,"21 ",2,782,"1,302",6,126,1,"24,599","1,469"
Honduras,"2,080",,"121 ",5,211,"1,748",10,210,12,"5,653",571
Bulgaria,"2,069",46,"96 ",1,499,"1,474",51,298,14,"60,100","8,649"
"Ivory Coast","1,912",55,"24 ",3,902,986,,72,0.9,"15,260",579
Sudan,"1,818",157,"90 ",10,198,"1,530",,41,2,,
Cuba,"1,810",6,"79 ",1,"1,326",405,7,160,7,"73,129","6,456"
Iceland,"1,802",1,"10 ",,"1,780",12,,"5,281",29,"55,075","161,395"
Estonia,"1,751",5,"61 ",,777,913,5,"1,320",46,"66,102","49,831"
"North Macedonia","1,694",20,"95 ",3,"1,229",370,21,813,46,"19,739","9,475"
Lithuania,"1,505",14,"54 ",4,908,543,17,553,20,"200,264","73,565"
"New Zealand","1,497",,"21 ",,"1,402",74,2,310,4,"203,045","42,106"
Slovakia,"1,469",4,"27 ",,"1,060",382,6,269,5,"127,034","23,268"
Slovenia,"1,463",2,"103 ",1,260,"1,100",9,704,50,"65,694","31,600"
Djibouti,"1,268",12,"3 ",,900,365,,"1,283",3,"16,424","16,623"
Somalia,"1,219",49,"52 ",,130,"1,037",2,77,3,,
Guatemala,"1,199",85,"27 ",1,120,"1,052",5,67,2,"7,200",402
DRC,"1,169",67,"50 ",6,148,971,,13,0.6,,
Mayotte,"1,143",48,"14 ",2,627,502,6,"4,190",51,"4,800","17,594"
"Hong Kong","1,051",3,"4 ",,"1,008",39,1,140,0.5,"168,291","22,448"
Kyrgyzstan,"1,044",7,"12 ",,726,306,13,160,2,"59,490","9,118"
"El Salvador","1,037",39,"20 ",,374,643,15,160,3,"46,831","7,220"
Tunisia,"1,032",,"45 ",,759,228,5,87,4,"34,323","2,904"
Gabon,"1,004",141,"9 ",,152,843,1,451,4,"5,530","2,485"
Maldives,955,51,"4 ",1,40,911,2,"1,767",7,"11,775","21,784"
Latvia,951,1,"19  ",1,627,305,2,504,10,"81,246","43,074"
Cyprus,905,2,"17 ",1,449,439,10,750,14,"80,284","66,496"
"Sri Lanka",893,4,"9 ",,382,502,1,42,0.4,"38,740","1,809"
Albania,880,4,"31  ",,688,161,1,306,11,"11,048","3,839"
Lebanon,878,8,"26 ",,236,616,4,129,4,"54,694","8,013"
Niger,860,6,"49 ",2,658,153,,36,2,"5,691",235
Guinea-Bissau,836,16,"3 ",,26,807,,425,2,"1,500",762
"Costa Rica",815,11,"7 ",,527,281,6,160,1,"18,040","3,541"
Tajikistan,801,72,"23 ",2,,778,,84,2,,
"Burkina Faso",773,7,"51 ",,592,130,,37,2,,
Andorra,760,2,"49 ",1,576,135,3,"9,836",634,"1,673","21,653"
Mali,758,28,"44 ",4,412,302,,37,2,"2,498",123
Paraguay,740,3,"11 ",1,182,547,,104,2,"17,589","2,466"
Kenya,737,22,"40 ",4,281,416,1,14,0.7,"35,432",659
Uruguay,719,2,"19 ",,545,155,8,207,5,"30,209","8,696"
"Diamond Princess",712,,"13 ",,651,48,4,,,,
Georgia,647,5,"11 ",,372,264,6,162,3,"33,505","8,399"
"San Marino",643,5,"41 ",,161,441,2,"18,950","1,208","3,201","94,339"
Jordan,582,6,"9 ",,392,181,5,57,0.9,"127,307","12,477"
"Channel Islands",548,1,"43 ",1,456,49,,"3,152",247,"5,342","30,725"
"Equatorial Guinea",522,83,"6 ",2,13,503,,372,4,854,609
Tanzania,509,,"21 ",,183,305,7,9,0.4,,
Malta,508,2,"6 ",1,436,66,1,"1,151",14,"45,799","103,725"
Jamaica,507,2,"9 ",,100,398,,171,3,"7,465","2,521"
Zambia,446,5,"7 ",,124,315,1,24,0.4,"13,872",755
Venezuela,440,17,"10 ",,220,210,2,15,0.4,"525,902","18,494"
Taiwan,440,,"7 ",,375,58,,18,0.3,"68,107","2,860"
Réunion,439,2," ",,354,85,4,490,,"17,200","19,211"
"Sierra Leone",387,49,"26 ",7,97,264,,49,3,,
Palestine,375,,"2 ",,310,63,,74,0.4,"43,566","8,540"
Chad,372,15,"42 ",2,78,252,,23,3,,
Congo,333,,"11 ",,53,269,,60,2,,
"Isle of Man",332,1,"23 ",,272,37,20,"3,904",270,"3,912","46,006"
Mauritius,332,,"10 ",,322,0,,261,8,"69,773","54,863"
Benin,327,,"2 ",,83,242,,27,0.2,"25,471","2,101"
Montenegro,324,,"9 ",,307,8,2,516,14,"10,167","16,188"
"Cabo Verde",289,22,"2 ",,61,226,,520,4,791,"1,423"
Vietnam,288,," ",,252,36,2,3,,"275,000","2,825"
Rwanda,287,1," ",,164,123,,22,,"44,245","3,416"
Ethiopia,263,2,"5 ",,108,150,,2,0.04,"41,689",363
Nepal,243,26," ",,35,208,,8,,"81,659","2,803"
"Sao Tome and Principe",220,12,"6 ",1,4,210,,"1,004",27,175,799
Haiti,219,10,"18 ",2,17,184,,19,2,"1,296",114
Togo,219,20,"11 ",,96,112,,26,1,"11,374","1,374"
Liberia,213,2,"20 ",,101,92,,42,4,,
Madagascar,212,26," ",,107,105,1,8,,"5,670",205
"South Sudan",203,9," ",,2,201,,18,,"1,247",111
Martinique,189,2,"14 ",,91,84,2,504,37,,
Eswatini,187,3,"2 ",,48,137,,161,2,"2,262","1,950"
"Faeroe Islands",187,," ",,187,0,,"3,827",,"8,638","176,780"
Myanmar,181,1,"6 ",,79,96,,3,0.1,"12,061",222
Guadeloupe,155,,"13 ",,109,33,4,387,32,,
"French Guiana",153,9,"1 ",,124,28,,512,3,,
Gibraltar,147,," ",,144,3,,"4,363",,"4,352","129,174"
CAR,143,," ",,10,133,,30,,"3,498",724
"Brunei ",141,,"1 ",,134,6,2,322,2,"16,350","37,373"
Uganda,139,13," ",,55,84,,3,,"63,171","1,381"
Cambodia,122,," ",,121,1,1,7,,"14,156",847
Bermuda,121,,"8 ",,66,47,2,"1,943",128,"4,642","74,537"
"Trinidad and Tobago",116,,"8 ",,107,1,,83,6,"2,428","1,735"
Guyana,113,,"10 ",,41,62,3,144,13,"1,020","1,297"
Mozambique,104,," ",,34,70,,3,,"4,365",140
Aruba,101,,"3 ",,91,7,4,946,28,"1,913","17,918"
Monaco,96,,"4 ",,87,5,1,"2,446",102,,
Bahamas,94,1,"11 ",,41,42,1,239,28,"1,670","4,247"
"Cayman Islands",86,1,"1 ",,54,31,3,"1,309",15,"4,893","74,450"
Barbados,85,,"7 ",,65,13,4,296,24,"3,323","11,563"
Liechtenstein,82,,"1 ",,55,26,,"2,151",26,900,"23,605"
"Sint Maarten",76,,"15 ",,46,15,7,"1,773",350,329,"7,673"
Yemen,70,5,"12 ",2,1,57,,2,0.4,120,4
Libya,64,,"3 ",,28,33,,9,0.4,"3,253",473
Malawi,63,6,"3 ",,24,36,1,3,0.2,"1,363",71
"French Polynesia",60,," ",,58,2,1,214,,"3,042","10,829"
Syria,48,1,"3 ",,29,16,,3,0.2,,
Angola,45,,"2 ",,14,29,,1,0.06,"3,000",91
Macao,45,," ",,43,2,1,69,,,
Mongolia,42,," ",,15,27,2,13,,"9,787","2,985"
"Saint Martin",39,,"3 ",,30,6,1,"1,009",78,,
Eritrea,39,," ",,38,1,,11,,,
Zimbabwe,37,1,"4 ",,12,21,,2,0.3,"20,537","1,382"
Nicaragua,25,,"8 ",,7,10,,4,1,,
"Antigua and Barbuda",25,,"3 ",,19,3,1,255,31,183,"1,869"
Botswana,24,,"1 ",,17,6,,10,0.4,"11,495","4,888"
Timor-Leste,24,," ",,21,3,,18,,738,560
Gambia,23,1,"1 ",,10,12,,10,0.4,"1,317",545
Grenada,21,," ",,13,8,4,187,,"1,406","12,495"
Laos,19,," ",,14,5,,3,,"3,975",546
Belize,18,,"2 ",,16,0,,45,5,"1,043","2,623"
Fiji,18,," ",,14,4,,20,,"1,300","1,450"
"New Caledonia",18,," ",,18,0,,63,,"5,454","19,103"
"Saint Lucia",18,," ",,18,0,,98,,727,"3,959"
"St. Vincent Grenadines",17,," ",,12,5,,153,,155,"1,397"
Curaçao,16,,"1 ",,14,1,,98,6,389,"2,371"
Dominica,16,," ",,15,1,,222,,420,"5,834"
Namibia,16,," ",,11,5,,6,,"1,543",607
Mauritania,15,6,"2 ",1,6,7,,3,0.4,"2,015",433
Burundi,15,,"1 ",,7,7,,1,0.08,284,24
"Saint Kitts and Nevis",15,," ",,14,1,,282,,327,"6,147"
"Falkland Islands",13,," ",,13,0,,"3,736",,402,"115,517"
"Turks and Caicos",12,,"1 ",,10,1,,310,26,109,"2,815"
"Vatican City",12,," ",,2,10,,"14,981",,,
Comoros,11,,"1 ",,,10,,13,1,,
Montserrat,11,,"1 ",,8,2,1,"2,204",200,36,"7,212"
Bhutan,11,," ",,5,6,,14,,"12,255","15,882"
Greenland,11,," ",,11,0,,194,,"1,505","26,510"
Seychelles,11,," ",,10,1,,112,,,
Suriname,10,,"1 ",,9,0,,17,2,404,689
"MS Zaandam",9,,"2 ",,,7,,,,,
"Papua New Guinea",8,," ",,8,0,,0.9,,"2,402",268
"British Virgin Islands",7,,"1 ",,4,2,,232,33,167,"5,524"
"Caribbean Netherlands",6,," ",,6,0,,229,,357,"13,614"
"St. Barth",6,," ",,6,0,,607,,,
"Western Sahara",6,," ",,6,0,,10,,,
Anguilla,3,," ",,3,0,,200,,,
Lesotho,1,1," ",,,1,,0.5,,,
"Saint Pierre Miquelon",1,," ",,1,0,,173,,,
Total:,"720,883","19,351","23,259",408,"406,782","290,842","4,945",,,,
Total:,"1,569,886","25,450","95,467","2,277","384,152","1,090,267","17,524",,,,
Total:,"1,696,321","20,745","157,373","1,611","704,220","834,728","13,046",,,,
Total:,"355,291","19,667","19,025",917,"127,892","208,374","10,124",,,,
Total:,"73,973","2,991","2,507",100,"26,250","45,216",258,,,,
Total:,"8,581",16,119,1,"7,771",691,20,,,,
Total:,721,,15,,651,55,4,,,,
Total:,"4,425,656","88,220","297,765","5,314","1,657,718","2,470,173","45,921",567.8,38.2,,
